city,iteractions_count,clickout_sum,user_id_unique,session_id_unique,item_id_unique,step_median,item_per_session
"Benton, USA",3,1.0,2,2,1,2.0,0.5
"Bentley, United Kingdom",1,1.0,1,1,1,1.0,1.0
"Trillo, Spain",2,1.0,1,1,1,1.5,1.0
"Bentham, United Kingdom",56,1.0,1,2,4,27.5,2.0
"Trin, Switzerland",1,1.0,1,1,1,1.0,1.0
"Trinec, Czech Republic",2,1.0,1,1,1,5.5,1.0
"Bessines, France",1,1.0,1,1,1,1.0,1.0
"Bethel Park, USA",3,1.0,2,2,1,2.0,0.5
"Branston, United Kingdom",28,1.0,1,1,2,14.5,2.0
"Tooleybuc, Australia",1,1.0,1,1,1,1.0,1.0
"Tonbridge, United Kingdom",13,1.0,2,2,2,6.0,1.0
"Billum, Denmark",2,1.0,1,1,1,1.5,1.0
"Tonezza del Cimone, Italy",8,1.0,1,1,2,51.5,2.0
"Tongxiao Township, Taiwan",1,1.0,1,1,1,1.0,1.0
"Tonk, India",2,1.0,2,2,1,14.5,0.5
"Billerica, USA",1,1.0,1,1,1,1.0,1.0
"Bilice , Croatia",1,1.0,1,1,1,1.0,1.0
"Bikal, Hungary",2,1.0,2,2,1,8.5,0.5
"Bethulie, South Africa",2,1.0,2,2,2,20.5,1.0
"Torbalı, Turkey",2,1.0,1,1,1,1.5,1.0
"Torcegno, Italy",2,1.0,1,1,1,1.5,1.0
"Biggleswade, United Kingdom",2,1.0,2,2,1,1.5,0.5
"Biganos, France",6,1.0,2,2,1,2.0,0.5
"Torgon, Switzerland",2,1.0,1,1,2,1.5,2.0
"Torhout, Belgium",6,1.0,1,1,1,3.5,1.0
"Torino di Sangro, Italy",3,1.0,2,2,1,4.0,0.5
"Bilzen, Belgium",2,1.0,1,1,1,1.5,1.0
"Binaced, Spain",1,1.0,1,1,1,1.0,1.0
"Tonadico, Italy",9,1.0,1,1,1,5.0,1.0
"Tona, Spain",1,1.0,1,1,1,1.0,1.0
"Birganj, Nepal",16,1.0,1,1,2,8.5,2.0
"Tolox, Spain",1,1.0,1,1,1,1.0,1.0
"Birchington-on-Sea, United Kingdom",1,1.0,1,1,1,1.0,1.0
"Birch Tree, USA",2,1.0,1,1,1,1.5,1.0
"Biratnagar, Nepal",1,1.0,1,1,1,1.0,1.0
"Tomahawk, USA",1,1.0,1,1,1,1.0,1.0
"Binéfar, Spain",1,1.0,1,1,1,1.0,1.0
"Tomares, Spain",2,1.0,2,2,1,3.5,0.5
"Tomaszów Mazowiecki, Poland",1,1.0,1,1,1,1.0,1.0
"Tome, Japan",2,1.0,2,2,1,3.5,0.5
"Tomisato, Japan",2,1.0,1,1,1,20.5,1.0
"Tommarp, Sweden",1,1.0,1,1,1,1.0,1.0
"Tommerup, Denmark",3,1.0,1,1,1,2.0,1.0
"Binibeca, Spain",1,1.0,1,1,1,10.0,1.0
"Bingham, United Kingdom",2,1.0,1,1,2,1.5,2.0
"Big Water, USA",6,1.0,1,1,1,3.5,1.0
"Big Stone Gap, USA",2,1.0,1,1,1,2.5,1.0
"Big Rapids, USA",4,1.0,1,1,1,2.5,1.0
"Bex, Switzerland",1,1.0,1,1,1,1.0,1.0
"Bevern, Germany",1,1.0,1,1,1,1.0,1.0
"Totland, United Kingdom",1,1.0,1,1,1,1.0,1.0
"Totton, United Kingdom",10,1.0,3,3,1,3.5,0.3333333333333333
"Beuron, Germany",1,1.0,1,1,1,1.0,1.0
"Totvazsony, Hungary",3,1.0,1,1,1,6.0,1.0
"Toubacouta, Senegal",1,1.0,1,1,1,1.0,1.0
"Beuningen, Netherlands",3,1.0,1,1,2,20.0,2.0
"Beuil, France",6,1.0,1,1,1,3.5,1.0
"Betzdorf, Germany",1,1.0,1,1,1,1.0,1.0
"Toulon-sur-Allier, France",1,1.0,1,1,1,1.0,1.0
"Betty's Bay, South Africa",3,1.0,2,2,1,19.0,0.5
"Tourlos, Greece",2,1.0,1,1,1,5.5,1.0
"Tourouvre, France",3,1.0,1,1,1,2.0,1.0
"Towanda, USA",1,1.0,1,1,1,1.0,1.0
"Betong, Malaysia",7,1.0,1,1,2,4.0,2.0
"Toscolano Maderno, Italy",5,1.0,2,2,1,8.0,0.5
"Torup, Sweden",19,1.0,1,1,3,10.0,3.0
"Big Bend, USA",27,1.0,1,1,1,14.0,1.0
"Tortoreto, Italy",7,1.0,1,1,1,4.0,1.0
"Bifuka, Japan",2,1.0,1,1,1,10.5,1.0
"Torre de Capdella, Spain",2,1.0,1,1,2,1.5,2.0
"Torrebaja, Spain",1,1.0,1,1,1,1.0,1.0
"Torrecaballeros, Spain",3,1.0,2,2,2,24.0,1.0
"Torregrotta, Italy",1,1.0,1,1,1,1.0,1.0
"Torreilles, France",22,1.0,1,1,2,11.5,2.0
"Biddeford, USA",6,1.0,1,1,2,4.5,2.0
"Torrelaguna, Spain",2,1.0,2,2,1,11.0,0.5
"Bickenbach, Germany",143,1.0,1,1,10,72.0,10.0
"Biberach/Baden, Germany",1,1.0,1,1,1,1.0,1.0
"Torres del Rio, Spain",11,1.0,1,1,4,6.0,4.0
"Biasca, Switzerland",17,1.0,2,2,2,7.0,1.0
"Torres, Spain",12,1.0,1,2,2,3.5,1.0
"Biala Piska, Poland",2,1.0,1,1,1,1.5,1.0
"Torslanda, Sweden",2,1.0,1,1,1,5.5,1.0
"Trujillo Alto, Puerto Rico",1,1.0,1,1,1,205.0,1.0
"Trujillo, Honduras",52,1.0,1,1,3,26.5,3.0
"Benamaurel, Spain",1,1.0,1,1,1,1.0,1.0
"Beaver Dam, USA",4,1.0,2,2,1,5.0,0.5
"Tynaarlo, Netherlands",23,1.0,1,1,5,24.0,5.0
"Beckington, United Kingdom",2,1.0,1,1,1,3.5,1.0
"Tyringe, Sweden",3,1.0,1,1,1,2.0,1.0
"Becerril de la Sierra, Spain",3,1.0,2,2,1,2.0,0.5
"Tállya, Hungary",5,1.0,1,1,1,3.0,1.0
"Bebra, Germany",1,1.0,1,1,1,1.0,1.0
"Tápiószentmárton, Hungary",3,1.0,1,1,2,2.0,2.0
"Beauvoir-sur-Mer, France",1,1.0,1,1,1,1.0,1.0
"Benabarre, Spain",17,1.0,2,2,2,8.0,1.0
"Târnăveni, Romania",3,1.0,1,1,2,2.0,2.0
"Tårnby, Denmark",8,1.0,1,1,1,4.5,1.0
"Beaumont-sur-Oise, France",1,1.0,1,1,1,1.0,1.0
"Beaumont-de-Lomagne, France",5,1.0,1,1,1,3.0,1.0
"Tôlanaro, Madagascar",3,1.0,1,1,2,2.0,2.0
"Töcksfors, Sweden",5,1.0,1,1,1,3.0,1.0
"Beaumont-Hague, France",1,1.0,1,1,1,2.0,1.0
"Twyfelfontein, Namibia",5,1.0,2,2,3,20.0,1.5
"Bedburg, Germany",27,1.0,1,1,3,15.0,3.0
"Twistringen, Germany",1,1.0,1,1,1,1.0,1.0
"Twist, Germany",2,1.0,1,1,1,1.5,1.0
"Tuscania, Italy",1,1.0,1,1,1,1.0,1.0
"Beersel, Belgium",5,1.0,1,1,2,3.0,2.0
"Beerse, Belgium",1,1.0,1,1,1,1.0,1.0
"Tuusula, Finland",1,1.0,1,1,1,1.0,1.0
"Tuxford, United Kingdom",1,1.0,1,1,1,1.0,1.0
"Beek, Netherlands",3,1.0,1,1,1,2.0,1.0
"Tuxtla Chico, Mexico",2,1.0,1,1,1,19.5,1.0
"Bedworth, United Kingdom",3,1.0,1,1,1,2.0,1.0
"Bedrichov, Czech Republic",1,1.0,1,1,1,1.0,1.0
"Bedong, Malaysia",5,1.0,1,1,1,3.0,1.0
"Tvrdošín, Slovakia",1,1.0,1,1,1,2.0,1.0
"Bedminster, USA",2,1.0,1,1,1,1.5,1.0
"Twilingate, Canada",3,1.0,1,1,2,2.0,2.0
"Twin Bridges, USA",4,1.0,3,3,1,6.5,0.3333333333333333
"Beddingestrand, Sweden",1,1.0,1,1,1,1.0,1.0
"Töreboda, Sweden",1,1.0,1,1,1,1.0,1.0
"Beaumont, Belgium",1,1.0,1,1,1,2.0,1.0
"Beaumes-de-Venise, France",1,1.0,1,1,1,1.0,1.0
"Uhldingen-Mühlhofen, Germany",1,1.0,1,1,1,1.0,1.0
"Bayburt, Turkey",2,1.0,2,2,1,136.0,0.5
"Ulan-Majorat, Poland",1,1.0,1,1,1,1.0,1.0
"Baybay, Philippines",2,1.0,1,1,1,1.5,1.0
"Bay Village, USA",6,1.0,1,1,1,3.5,1.0
"Baxter, USA",4,1.0,2,2,2,10.5,1.0
"Baunatal, Germany",2,1.0,2,2,2,1.0,1.0
"Ulstein, Norway",3,1.0,1,1,1,2.0,1.0
"Batz-sur-Mer, France",2,1.0,1,1,1,1.5,1.0
"Baturiti, Indonesia",35,1.0,1,1,1,19.0,1.0
"Ulvik, Norway",26,1.0,1,1,1,13.5,1.0
"Uman, Mexico",2,1.0,1,1,1,15.5,1.0
"Umbertide, Italy",8,1.0,2,3,1,2.0,0.3333333333333333
"Battleboro, USA",1,1.0,1,1,1,1.0,1.0
"Umhausen-Niederthai, Austria",4,1.0,1,1,2,2.5,2.0
"Battipáglia, Italy",4,1.0,2,2,1,2.5,0.5
"Bayi, China",3,1.0,1,1,1,2.0,1.0
"Uharte, Spain",2,1.0,1,1,2,1.5,2.0
"Beaufort-sur-Doron, France",1,1.0,1,1,1,1.0,1.0
"Uetersen, Germany",6,1.0,1,1,2,3.5,2.0
"Beaufort, Malaysia",10,1.0,3,3,1,5.5,0.3333333333333333
"Třešt, Czech Republic",1,1.0,1,1,1,1.0,1.0
"Beaucaire, France",1,1.0,1,1,1,1.0,1.0
"Beau Champ, Mauritius",37,1.0,4,4,2,39.0,0.5
"Beattock, United Kingdom",1,1.0,1,1,1,1.0,1.0
"Beasain, Spain",2,1.0,1,1,1,1.5,1.0
"Ucel, France",3,1.0,1,1,1,2.0,1.0
"Uchanie, Poland",4,1.0,1,1,1,2.5,1.0
"Uchte, Germany",5,1.0,1,1,1,3.0,1.0
"Beaconsfield, Canada",26,1.0,1,1,2,13.5,2.0
"Beachcomber, Fiji",3,1.0,3,3,1,1.0,0.3333333333333333
"Bañeres, Spain",2,1.0,2,2,1,4.0,0.5
"Bazzano, Italy",6,1.0,1,1,1,4.5,1.0
"Baztan, Spain",5,1.0,1,1,1,3.0,1.0
"Bazouges-la-Pérouse, France",34,1.0,1,1,1,218.5,1.0
"Behror, India",2,1.0,2,2,2,62.0,1.0
"Beihai, China",10,1.0,6,6,4,2.5,0.6666666666666666
"Turégano, Spain",1,1.0,1,1,1,1.0,1.0
"Belvedere Marittimo, Italy",1,1.0,1,1,1,1.0,1.0
"Belterra, USA",2,1.0,1,1,1,1.5,1.0
"Tsqaltubo, Georgia",2,1.0,1,1,1,1.5,1.0
"Belterra, Brazil",1,1.0,1,1,1,1.0,1.0
"Belsk Duży, Poland",1,1.0,1,1,1,1.0,1.0
"Tsugaru, Japan",1,1.0,1,1,1,1.0,1.0
"Belovo, Russia",1,1.0,1,1,1,1.0,1.0
"Belovo, Bulgaria",2,1.0,1,1,1,2.5,1.0
"Belogorsk, Russia",2,1.0,1,1,1,1.5,1.0
"Beloeil, Canada",15,1.0,1,1,1,8.0,1.0
"Tuakau, New Zealand",1,1.0,1,1,1,1.0,1.0
"Tuam, Ireland",1,1.0,1,1,1,1.0,1.0
"Belmonte, Brazil",3,1.0,1,1,1,2.0,1.0
"Belmont, USA",5,1.0,3,3,1,2.0,0.3333333333333333
"Tubac, USA",10,1.0,1,1,1,5.5,1.0
"Tubatse, South Africa",2,1.0,1,1,1,60.5,1.0
"Belvedere Langhe, Italy",4,1.0,1,1,1,2.5,1.0
"Belvedere Ostrense, Italy",7,1.0,1,1,2,4.0,2.0
"Tucker, USA",2,1.0,2,2,1,14.0,0.5
"Belver, Portugal",1,1.0,1,1,1,1.0,1.0
"Trusetal, Germany",1,1.0,1,1,1,1.0,1.0
"Trussville, USA",1,1.0,1,1,1,1.0,1.0
"Truth or Consequences, USA",6,1.0,1,1,2,3.5,2.0
"Truyes, France",9,1.0,1,1,1,7.0,1.0
"Ben Aknoun, Algeria",2,1.0,1,1,1,2.5,1.0
"Bemus Point, USA",17,1.0,1,1,2,9.0,2.0
"Trzebiechów, Poland",2,1.0,1,1,1,1.5,1.0
"Trzemeszno, Poland",4,1.0,1,1,1,2.5,1.0
"Bemelen, Netherlands",3,1.0,1,1,1,2.0,1.0
"Tréguier, France",1,1.0,1,1,1,1.0,1.0
"Trémuson, France",1,1.0,1,1,1,1.0,1.0
"Belén, Argentina",2,1.0,1,1,1,1.5,1.0
"Belén de Umbría, Colombia",3,1.0,2,2,2,2.0,1.0
"Belzig, Germany",4,1.0,3,3,3,23.0,1.0
"Tróia, Italy",41,1.0,1,1,3,125.0,3.0
"Bellmawr, USA",7,1.0,1,1,2,36.0,2.0
"Bellikon, Switzerland",4,1.0,1,1,2,2.5,2.0
"Beilstein, Germany",1,1.0,1,1,1,1.0,1.0
"Belford, United Kingdom",6,1.0,2,2,1,2.5,0.5
"Tup Kaek, Thailand",45,1.0,3,3,4,14.0,1.3333333333333333
"Tupiza, Bolivia",3,1.0,1,2,2,2.0,1.0
"Belchite, Spain",2,1.0,2,2,1,16.5,0.5
"Belaya Kalitva, Russia",1,1.0,1,1,1,1.0,1.0
"Turbaná, Colombia",1,1.0,1,1,1,1.0,1.0
"Turbigo, Italy",2,1.0,1,1,1,9.5,1.0
"Beja, Tunisia",2,1.0,1,1,1,1.5,1.0
"Beiuş, Romania",4,1.0,2,2,2,1.5,1.0
"Beit Shemesh, Israel",2,1.0,1,1,1,1.5,1.0
"Beit She'an, Israel",12,1.0,2,2,2,6.5,1.0
"Turna nad Bodvou, Slovakia",1,1.0,1,1,1,1.0,1.0
"Beit Oren, Israel",3,1.0,1,1,1,2.0,1.0
"Beit Alfa, Israel",1,1.0,1,1,1,1.0,1.0
"Turośl, Poland",1,1.0,1,1,1,1.0,1.0
"Turriff, United Kingdom",3,1.0,1,1,1,2.0,1.0
"Tunceli, Turkey",16,1.0,2,2,1,262.5,0.5
"Tumwater, USA",3,1.0,1,1,2,12.0,2.0
"Tudela de Duero, Spain",1,1.0,1,1,1,1.0,1.0
"Belgodère, France",6,1.0,1,2,2,2.0,1.0
"Belleville, USA",2,1.0,1,1,1,1.5,1.0
"Belleview, USA",2,1.0,1,1,1,11.5,1.0
"Bellegarde-sur-Valserine, France",2,1.0,2,2,1,2.5,0.5
"Tuk Tuk, Indonesia",19,1.0,3,3,3,7.0,1.0
"Bellefosse, France",3,1.0,1,1,1,2.0,1.0
"Tula, Mexico",1,1.0,1,1,1,1.0,1.0
"Belleek, United Kingdom",4,1.0,2,2,2,3.0,1.0
"Belle Meade, USA",4,1.0,1,1,1,2.5,1.0
"Bellapais, Cyprus",25,1.0,1,1,3,29.0,3.0
"Tullahoma, USA",6,1.0,3,3,2,1.5,0.6666666666666666
"Bellano, Italy",29,1.0,1,1,2,15.0,2.0
"Bellaire, USA",3,1.0,2,2,2,421.0,1.0
"Tullins, France",1,1.0,1,1,1,1.0,1.0
"Tullow, Ireland",3,1.0,1,1,2,2.0,2.0
"Bell Ville, Argentina",2,1.0,1,2,1,1.0,0.5
"Tollerton, United Kingdom",5,1.0,1,1,2,3.0,2.0
"Tollered, Sweden",1,1.0,1,1,1,1.0,1.0
"Tolga, Norway",3,1.0,1,1,1,2.0,1.0
"Tekax de Alvaro Obregon, Mexico",3,1.0,1,1,1,2.0,1.0
"Tefé, Brazil",5,1.0,1,1,1,3.0,1.0
"Tegelen, Netherlands",1,1.0,1,1,1,1.0,1.0
"Tegueste, Spain",62,1.0,2,2,2,55.5,1.0
"Bor, Serbia",3,1.0,2,2,1,2.0,0.5
"Bor, Russia",21,1.0,1,1,2,11.0,2.0
"Bor, Czech Republic",1,1.0,1,1,1,1.0,1.0
"Boostedt, Germany",8,1.0,1,1,2,9.5,2.0
"Telgate, Italy",1,1.0,1,1,1,1.0,1.0
"Terre-de-Haut, French Antilles",2,1.0,2,2,2,13.5,1.0
"Telgte, Germany",3,1.0,1,1,2,2.0,2.0
"Tell City, USA",20,1.0,1,2,2,9.5,1.0
"Tella-Sin, Spain",5,1.0,1,1,4,28.0,4.0
"Bonners Ferry, USA",1,1.0,1,1,1,1.0,1.0
"Bonnemain, France",1,1.0,1,1,1,36.0,1.0
"Bondone, Italy",10,1.0,1,1,2,5.5,2.0
"Teluk Ramunia, Malaysia",17,1.0,1,1,2,9.0,2.0
"Tecpán Guatemala, Guatemala",5,1.0,2,2,2,5.0,1.0
"Bordesholm, Germany",4,1.0,1,1,2,2.5,2.0
"Bordon, United Kingdom",3,1.0,1,1,1,2.0,1.0
"Borensberg, Sweden",4,1.0,3,3,1,7.5,0.3333333333333333
"Borth, United Kingdom",3,1.0,1,1,1,2.0,1.0
"Tauer, Germany",2,1.0,1,1,1,1.5,1.0
"Borris, Ireland",2,1.0,1,1,2,2.5,2.0
"Taunggyi, Myanmar",2,1.0,1,1,1,1.5,1.0
"Boron, USA",4,1.0,1,1,1,3.5,1.0
"Tausa, Colombia",4,1.0,1,1,1,32.5,1.0
"Tavullia, Italy",6,1.0,2,2,1,3.0,0.5
"Borj Cedria, Tunisia",4,1.0,1,1,2,2.5,2.0
"Tay Ninh, Vietnam",1,1.0,1,1,1,1.0,1.0
"Taza, Morocco",2,1.0,1,1,1,1.5,1.0
"Borgo Ticino, Italy",31,1.0,1,1,3,16.0,3.0
"Borgio Verezzi, Italy",2,1.0,1,1,1,1.5,1.0
"Te Kaha, New Zealand",1,1.0,1,1,1,1.0,1.0
"Te Puke, New Zealand",4,1.0,1,1,1,2.5,1.0
"Techelsberg, Austria",2,1.0,1,1,1,1.5,1.0
"Telve, Italy",14,1.0,1,1,2,7.5,2.0
"Boncourt, Switzerland",1,1.0,1,1,1,1.0,1.0
"Tema, Ghana",16,1.0,3,3,3,5.5,1.0
"Bolsward, Netherlands",2,1.0,1,1,1,1.5,1.0
"Bolognola, Italy",25,1.0,1,1,2,13.0,2.0
"Bolognano, Italy",9,1.0,1,1,1,6.0,1.0
"Bolnuevo, Spain",1,1.0,1,1,1,1.0,1.0
"Bolligen, Switzerland",3,1.0,1,1,2,6.0,2.0
"Bollengo, Italy",3,1.0,2,2,1,2.0,0.5
"Bollendorf, Germany",3,1.0,1,1,2,5.0,2.0
"Bollate, Italy",1,1.0,1,1,1,2.0,1.0
"Terheijden, Netherlands",2,1.0,1,1,1,1.5,1.0
"Terlicko, Czech Republic",1,1.0,1,1,1,1.0,1.0
"Terlingua, USA",53,1.0,1,1,2,27.0,2.0
"Bolków , Poland",4,1.0,1,1,1,2.5,1.0
"Terme Vigliatore, Italy",20,1.0,4,6,2,194.0,0.3333333333333333
"Ternat, Belgium",24,1.0,1,1,2,12.5,2.0
"Terras de Bouro, Portugal",26,1.0,2,2,2,10.5,1.0
"Bojkovice, Czech Republic",5,1.0,1,1,1,3.0,1.0
"Bolquère, France",1,1.0,1,1,1,1.0,1.0
"Teocelo, Mexico",4,1.0,1,1,2,2.5,2.0
"Bonao, Dominican Republic",22,1.0,3,3,4,61.5,1.3333333333333333
"Bolton Valley, USA",73,1.0,1,1,3,38.0,3.0
"Temerin, Serbia",1,1.0,1,1,1,1.0,1.0
"Temirtau, Kazakhstan",1,1.0,1,1,1,1.0,1.0
"Bonaduz, Switzerland",21,1.0,1,1,2,11.0,2.0
"Bon-Encontre, France",2,1.0,2,2,1,5.0,0.5
"Bompas, France",2,1.0,1,1,1,1.5,1.0
"Bomlitz, Germany",4,1.0,2,2,1,3.5,0.5
"Temse, Belgium",1,1.0,1,1,1,1.0,1.0
"Bombarral, Portugal",2,1.0,2,2,1,11.0,0.5
"Temù, Italy",2,1.0,1,1,1,1.5,1.0
"Ten Boer, Netherlands",7,1.0,1,1,1,4.0,1.0
"Bom Princípio, Brazil",1,1.0,1,1,1,1.0,1.0
"Tennant Creek, Australia",5,1.0,2,2,1,2.0,0.5
"Tenneck, Austria",3,1.0,1,1,3,2.0,3.0
"Bolvir, Spain",2,1.0,2,2,1,1.0,0.5
"Tenterden, United Kingdom",17,1.0,1,1,1,9.0,1.0
"Boryspil, Ukraine",12,1.0,3,3,3,3.5,1.0
"Tatárszentgyörgy, Hungary",3,1.0,1,1,1,799.0,1.0
"Borçka, Turkey",10,1.0,4,4,3,2.0,0.75
"Boyolali, Indonesia",1,1.0,1,1,1,1.0,1.0
"Tana, Norway",1,1.0,1,1,1,1.0,1.0
"Boxworth, United Kingdom",8,1.0,1,1,2,4.5,2.0
"Tanah Putih, Malaysia",5,1.0,1,1,2,6.0,2.0
"Bowmore, United Kingdom",22,1.0,1,1,3,11.5,3.0
"Bow, USA",1,1.0,1,1,1,1.0,1.0
"Tanguá, Brazil",1,1.0,1,1,1,1.0,1.0
"Tanjung Balai, Indonesia",1,1.0,1,1,1,1.0,1.0
"Boves, Italy",1,1.0,1,1,1,1.0,1.0
"Bovenden, Germany",1,1.0,1,1,1,1.0,1.0
"Tanjung Lumpur, Malaysia",128,1.0,3,3,10,431.5,3.3333333333333335
"Bov, Denmark",1,1.0,1,1,1,3.0,1.0
"Bouzov, Czech Republic",6,1.0,1,1,1,3.5,1.0
"Tanjung Selor, Indonesia",6,1.0,3,3,5,3.5,1.6666666666666667
"Bouziès, France",1,1.0,1,1,1,1.0,1.0
"Bouzigues, France",1,1.0,1,1,1,1.0,1.0
"Tamási, Hungary",2,1.0,2,2,1,2.0,0.5
"Tamuín, Mexico",1,1.0,1,1,1,1.0,1.0
"Tanne, Germany",1,1.0,1,1,1,1.0,1.0
"Bozyazı, Turkey",1,1.0,1,1,1,1.0,1.0
"Branná, Czech Republic",2,1.0,1,1,1,1.5,1.0
"Brandenberg, Austria",1,1.0,1,1,1,1.0,1.0
"Brand-Laaben, Austria",13,1.0,1,1,1,7.0,1.0
"Taltal, Chile",4,1.0,1,1,1,2.5,1.0
"Tam Diep, Vietnam",1,1.0,1,1,1,36.0,1.0
"Bradford-West Gwillimbury, Canada",2,1.0,1,1,1,4.5,1.0
"Bradford, USA",3,1.0,1,1,3,2.0,3.0
"Bradford, Canada",2,1.0,1,1,1,1.5,1.0
"Brad, Romania",1,1.0,1,1,1,1.0,1.0
"Bracigovo, Bulgaria",2,1.0,1,1,2,1.5,2.0
"Bracey, USA",1,1.0,1,1,1,1.0,1.0
"Tambo, Australia",2,1.0,2,2,1,10.0,0.5
"Braccagni, Italy",2,1.0,1,1,1,2.5,1.0
"Tambre, Italy",1,1.0,1,1,1,1.0,1.0
"Bozüyük, Turkey",2,1.0,1,1,1,64.5,1.0
"Tanjung, Indonesia",1,1.0,1,1,1,1.0,1.0
"Bouveret, Switzerland",1,1.0,1,1,1,7.0,1.0
"Bosco Chiesanuova, Italy",3,1.0,2,2,1,2.0,0.5
"Boumalne-Dadès, Morocco",5,1.0,3,3,2,2.0,0.6666666666666666
"Tarnowo Podgórne, Poland",2,1.0,1,1,1,1.5,1.0
"Boulleville, France",2,1.0,1,1,1,1.5,1.0
"Taroom, Australia",1,1.0,1,1,1,1.0,1.0
"Bouillargues, France",2,1.0,1,1,2,1.5,2.0
"Bouderbala, Algeria",2,1.0,1,1,1,30.5,1.0
"Tarrenz, Austria",5,1.0,3,3,2,20.0,0.6666666666666666
"Botwood, Canada",1,1.0,1,1,1,1.0,1.0
"Bottineau, USA",11,1.0,1,1,2,6.0,2.0
"Botolan, Philippines",41,1.0,2,2,4,19.0,2.0
"Tassullo, Italy",1,1.0,1,1,1,1.0,1.0
"Bossolasco, Italy",10,1.0,1,1,2,5.5,2.0
"Bosost, Spain",5,1.0,2,2,2,2.0,1.0
"Bosham, United Kingdom",1,1.0,1,1,1,1.0,1.0
"Tatsugo, Japan",4,1.0,1,2,3,1.5,1.5
"Tattenhall, United Kingdom",2,1.0,1,1,1,1.5,1.0
"Tarnobrzeg, Poland",3,1.0,2,2,2,1.0,1.0
"Bourbon-l'Archambault, France",1,1.0,1,1,1,1.0,1.0
"Bouvante, France",1,1.0,1,1,1,1.0,1.0
"Tariba, Venezuela",22,1.0,3,3,2,7.5,0.6666666666666666
"Boussy-Saint-Antoine, France",4,1.0,1,1,1,2.5,1.0
"Bous, Germany",40,1.0,1,1,1,20.5,1.0
"Bourton, United Kingdom",4,1.0,1,1,2,2.5,2.0
"Tapejara, Brazil",2,1.0,1,1,1,2.5,1.0
"Bourne, USA",2,1.0,1,1,1,1.5,1.0
"Tappahannock, USA",2,1.0,1,1,1,1.5,1.0
"Taqah, Oman",87,1.0,2,3,5,19.0,1.6666666666666667
"Bourke, Australia",3,1.0,1,1,1,2.0,1.0
"Tar-Vabriga, Croatia",1,1.0,1,1,1,1.0,1.0
"Bourg-de-Péage, France",1,1.0,1,1,1,1.0,1.0
"Tarbert, Ireland",2,1.0,1,1,1,1.5,1.0
"Bourg-Achard, France",1,1.0,1,1,1,1.0,1.0
"Tarbet, United Kingdom",2,1.0,1,1,1,2.5,1.0
"Tarczyn, Poland",1,1.0,1,1,1,1.0,1.0
"Tarentum, USA",41,1.0,1,1,2,23.0,2.0
"Bojano, Italy",2,1.0,1,1,1,1.5,1.0
"Terriente, Spain",2,1.0,1,1,2,1.5,2.0
"Birkenes, Norway",16,1.0,1,1,2,8.5,2.0
"Timonium, USA",2,1.0,1,1,1,1.5,1.0
"Blaubeuren, Germany",3,1.0,1,1,1,2.0,1.0
"Tilly-sur-Seulles, France",13,1.0,1,1,2,7.0,2.0
"Blatten, Switzerland",3,1.0,1,1,2,2.0,2.0
"Blato, Croatia",8,1.0,1,1,1,4.5,1.0
"Timberlea, Canada",1,1.0,1,1,1,1.0,1.0
"Blanzy, France",11,1.0,1,1,3,10.0,3.0
"Blantyre, United Kingdom",2,1.0,1,1,1,1.5,1.0
"Timra, Sweden",1,1.0,1,1,1,1.0,1.0
"Bois-Guillaume, France",5,1.0,2,2,1,2.0,0.5
"Tinerhir, Morocco",63,1.0,2,2,5,31.0,2.5
"Tingsryd, Sweden",1,1.0,1,1,1,1.0,1.0
"Blangy-sur-Bresle, France",2,1.0,1,1,1,1.5,1.0
"Tintigny, Belgium",56,1.0,1,1,4,28.5,4.0
"Blanc-Sablon, Canada",1,1.0,1,1,1,1.0,1.0
"Tione di Trento, Italy",3,1.0,1,1,1,95.0,1.0
"Blakely, USA",16,1.0,1,2,1,7.5,0.5
"Tilehurst, United Kingdom",3,1.0,1,1,1,2.0,1.0
"Blaye, France",1,1.0,1,1,1,1.0,1.0
"Tilbury, United Kingdom",8,1.0,2,2,1,26.5,0.5
"Blayney, Australia",2,1.0,1,1,1,1.5,1.0
"Tienen, Belgium",2,1.0,2,2,1,1.5,0.5
"Tierra Verde, USA",2,1.0,2,2,2,2.5,1.0
"Tiers am Rosengarten, Italy",1,1.0,1,1,1,3.0,1.0
"Tietê, Brazil",19,1.0,4,4,2,5.0,0.5
"Bligny-lès-Beaune, France",1,1.0,1,1,1,1.0,1.0
"Tiggiano, Italy",1,1.0,1,1,1,3.0,1.0
"Tighnabruaich, United Kingdom",2,1.0,1,1,1,1.5,1.0
"Blida, Algeria",2,1.0,2,2,1,2.0,0.5
"Blenheim, Canada",2,1.0,1,1,1,1.5,1.0
"Tihuatlán, Mexico",2,1.0,1,1,1,2.5,1.0
"Tijucas, Brazil",3,1.0,2,2,1,2.0,0.5
"Bleggio Superiore, Italy",1,1.0,1,1,1,1.0,1.0
"Tikhoretsk, Russia",1,1.0,1,1,1,1.0,1.0
"Bleckede, Germany",5,1.0,2,2,1,2.0,0.5
"Tilarán, Costa Rica",2,1.0,1,1,1,1.5,1.0
"Blaj, Romania",1,1.0,1,1,1,1.0,1.0
"Blair Atholl, United Kingdom",9,1.0,2,2,6,104.0,3.0
"Blaesheim, France",15,1.0,1,1,1,8.0,1.0
"Toberua, Fiji",1,1.0,1,1,1,17.0,1.0
