index,user_id,pos_item_id,list_reference_item,item_id,impressions
10136,1195,4,"[199, 182, 743, 355, 0]",765,"[199, 182, 743, 355, 765, 467, 353, 210, 84, 168, 162, 465, 297, 19, 255, 753, 689, 18, 288, 385, 132, 215, 217, 576, 286]"
10137,2888,0,"[83, 254, 86, 39, 245]",753,"[753, 517, 729, 428, 45, 32, 659, 709, 328, 773, 425, 583, 245, 39, 223, 254, 738, 443, 86, 520, 0, 0, 83, 739, 26]"
10138,2252,2,"[467, 467, 467, 467, 0]",133,"[467, 353, 133, 132, 689, 131, 355, 42, 55, 289, 89, 501, 121, 426, 450, 429, 385, 66, 18, 456, 254, 379, 35, 484, 496]"
10139,2252,2,"[467, 467, 467, 467, 0]",133,"[467, 353, 133, 132, 689, 131, 355, 42, 55, 289, 89, 501, 121, 426, 450, 429, 385, 66, 18, 456, 254, 379, 35, 484, 496]"
10140,2736,1,"[371, 371, 0, 0, 0]",429,"[297, 429, 257, 680, 753, 60, 66, 376, 450, 501, 233, 377, 38, 120, 519, 371, 530, 306, 447, 123, 290, 448, 509, 284]"
10141,2736,1,"[371, 371, 0, 0, 0]",429,"[297, 429, 257, 680, 753, 60, 66, 376, 450, 501, 233, 377, 38, 120, 519, 371, 530, 306, 447, 123, 290, 448, 509, 284]"
10142,2067,1,"[353, 467, 0, 0, 0]",303,"[467, 303, 353, 154, 118, 770, 445, 136, 177, 210, 180, 149, 191, 386, 0, 680, 190, 393, 0, 446, 360, 0, 569, 0]"
10144,2067,1,"[353, 467, 303, 303, 0]",303,"[467, 303, 353, 154, 118, 770, 445, 136, 177, 210, 180, 149, 191, 386, 0, 680, 190, 393, 0, 446, 360, 0, 569, 0]"
10146,3159,0,"[29, 29, 0, 0, 0]",254,"[254, 501, 753, 91, 32, 428, 66, 383, 773, 55, 46, 754, 19, 520, 517, 425, 31, 29, 245, 17, 45, 90, 25, 44, 424]"
10150,3190,14,"[0, 0, 0, 0, 0]",84,"[753, 517, 45, 32, 172, 773, 729, 313, 659, 86, 443, 111, 0, 428, 84, 328, 39, 425, 618, 584, 0, 0, 394, 223, 254]"
10151,2869,3,"[0, 0, 0, 0, 0]",42,"[45, 84, 32, 42, 487, 520, 65, 659, 46, 501, 108, 425, 517, 494, 433, 19, 424, 313, 111, 717, 773, 245, 31, 430]"
10153,1686,0,"[494, 0, 0, 0, 0]",496,"[496, 614, 77, 140, 729, 284, 278, 560, 40, 676, 277, 754, 479, 82, 116, 25, 624, 502, 379, 66, 75, 206, 0, 380, 110]"
10154,3127,1,"[0, 0, 0, 0, 0]",431,"[20, 431, 321, 497, 483, 121, 429, 385, 435, 450, 102, 426, 33, 614, 564, 119, 379, 464, 380, 110, 530, 297, 447, 179, 473]"
10155,3127,1,"[431, 0, 0, 0, 0]",431,"[20, 431, 321, 497, 483, 121, 429, 385, 435, 450, 102, 426, 33, 614, 564, 119, 379, 464, 380, 110, 530, 297, 447, 179, 473]"
10156,3127,0,"[431, 431, 0, 0, 0]",20,"[20, 431, 321, 497, 483, 121, 429, 385, 435, 450, 102, 426, 33, 614, 564, 119, 379, 464, 380, 110, 530, 297, 447, 179, 473]"
10157,3127,1,"[431, 431, 20, 0, 0]",431,"[20, 431, 321, 497, 483, 121, 429, 385, 435, 450, 102, 426, 33, 614, 564, 119, 379, 464, 380, 110, 530, 297, 447, 179, 473]"
10158,3127,1,"[431, 431, 20, 431, 0]",431,"[20, 431, 321, 497, 483, 121, 429, 385, 435, 450, 102, 426, 33, 614, 564, 119, 379, 464, 380, 110, 530, 297, 447, 179, 473]"
10159,3383,0,"[0, 0, 0, 0, 0]",425,"[425, 22, 82, 121, 380, 447, 389, 279, 294, 254, 753, 39, 501, 428, 245, 520, 46, 31, 42, 383, 775, 494, 17, 43, 45]"
10160,1740,10,"[0, 0, 0, 0, 0]",483,"[89, 64, 66, 27, 121, 429, 380, 254, 25, 33, 483, 90, 135, 484, 379, 18, 493, 91, 110, 39, 35, 19, 41, 75, 36]"
10161,3383,12,"[425, 0, 0, 0, 0]",380,"[31, 753, 773, 254, 39, 494, 245, 775, 121, 385, 501, 66, 380, 17, 379, 428, 389, 46, 520, 102, 108, 508, 43, 383, 42]"
10162,2306,3,"[0, 0, 0, 0, 0]",77,"[32, 773, 42, 77, 753, 153, 18, 66, 108, 45, 31, 46, 34, 82, 383, 19, 0, 517, 43, 0, 57, 437, 775, 16, 0]"
10167,1624,8,"[143, 37, 301, 510, 0]",405,"[143, 661, 524, 40, 80, 756, 290, 128, 405, 37, 120, 97, 651, 301, 510, 560, 124, 177, 141, 216, 175, 353, 728, 208, 56]"
10172,3243,19,"[0, 0, 0, 0, 0]",89,"[204, 773, 36, 66, 289, 424, 732, 494, 91, 17, 62, 517, 429, 22, 496, 54, 25, 753, 90, 89, 60, 254, 433, 456, 288]"
10174,3429,0,"[0, 0, 0, 0, 0]",55,"[55, 254, 426, 121, 429, 89, 66, 501, 91, 18, 775, 380, 110, 33, 483, 36, 383, 753, 19, 496, 428, 62, 46, 90, 123]"
10179,3429,22,"[55, 0, 0, 0, 0]",405,"[254, 91, 775, 110, 483, 62, 46, 43, 502, 754, 464, 525, 163, 424, 112, 321, 286, 493, 29, 510, 57, 245, 405, 513, 587]"
10180,3199,0,"[0, 0, 0, 0, 0]",429,"[429, 450, 376, 66, 501, 40, 120, 502, 756, 123, 306, 60, 371, 377, 233, 297, 137, 447, 448, 519, 509, 530, 464, 18, 284]"
10183,3358,2,"[530, 624, 0, 0, 0]",624,"[179, 379, 624, 294, 20, 27, 0, 297, 0, 49, 284, 474, 374, 241, 447, 134, 126, 0, 534, 0, 110, 467, 713, 102, 571]"
10184,886,17,"[0, 0, 0, 0, 0]",168,"[143, 576, 301, 371, 123, 510, 465, 112, 137, 405, 186, 475, 37, 756, 132, 141, 751, 168, 40, 524, 560, 353, 89, 175, 505]"
10187,3358,2,"[530, 624, 624, 0, 0]",624,"[179, 379, 624, 294, 20, 27, 0, 297, 0, 49, 284, 474, 374, 241, 447, 134, 126, 0, 534, 0, 110, 467, 713, 102, 571]"
10188,248,0,"[32, 32, 0, 0, 0]",32,"[32, 289, 501, 732, 19, 494, 424, 517, 17, 254, 31, 0, 22, 383, 46, 520, 59, 47, 39, 753, 43, 384, 428, 739, 559]"
10194,1879,4,"[530, 0, 0, 0, 0]",389,"[385, 379, 530, 179, 389, 20, 497, 121, 294, 380, 119, 431, 297, 483, 635, 27, 279, 447, 284, 110, 508, 303, 126, 474, 624]"
10195,3068,1,"[0, 0, 0, 0, 0]",43,"[753, 43, 57, 121, 128, 36, 64, 23, 46, 773, 289, 62, 772, 31, 775, 123, 380, 494, 143, 27, 101, 385, 297, 587]"
10196,265,13,"[35, 110, 123, 222, 502]",112,"[301, 429, 66, 475, 222, 88, 163, 465, 64, 496, 90, 75, 36, 112, 19, 753, 186, 46, 140, 91, 137, 175, 519, 70, 587]"
10200,265,14,"[35, 110, 123, 222, 502]",19,"[301, 429, 66, 475, 222, 88, 163, 465, 64, 496, 90, 75, 36, 112, 19, 753, 186, 46, 140, 91, 137, 175, 519, 70, 587]"
10207,377,17,"[375, 0, 0, 0, 0]",754,"[55, 426, 429, 54, 66, 289, 25, 254, 375, 60, 53, 108, 501, 19, 153, 33, 39, 754, 91, 280, 459, 31, 520, 433, 245]"
10209,1445,0,"[234, 0, 0, 0, 0]",234,"[234, 128, 55, 88, 89, 121, 426, 429, 371, 19, 25, 576, 62, 376, 753, 0, 36, 120, 44, 33, 383, 123, 143, 59, 110]"
10210,1833,0,"[0, 0, 0, 0, 0]",518,"[518, 0, 0, 108, 354, 0, 341, 365, 357, 21, 96, 503, 754, 0, 63, 218, 501, 559, 59, 217, 0, 14, 0, 343, 400]"
10211,801,1,"[0, 0, 0, 0, 0]",91,"[55, 91, 121, 426, 429, 254, 501, 385, 379, 66, 25, 753, 576, 376, 123, 110, 125, 23, 301, 383, 36, 371, 179, 62]"
10212,1558,22,"[0, 0, 0, 0, 0]",196,"[701, 524, 505, 714, 186, 0, 724, 695, 0, 386, 15, 139, 387, 180, 118, 234, 181, 149, 0, 726, 0, 528, 196, 475, 0]"
10213,2031,0,"[0, 0, 0, 0, 0]",143,"[143, 123, 576, 112, 405, 128, 37, 661, 23, 89, 88, 41, 493, 0, 163, 0, 35, 377, 75, 510, 777, 40, 80, 427, 371]"
10214,1558,2,"[196, 0, 0, 0, 0]",290,"[661, 40, 290, 128, 391, 80, 120, 756, 405, 510, 124, 175, 651, 97, 141, 301, 353, 728, 177, 208, 216, 56, 138, 112, 168]"
10215,1558,7,"[196, 290, 0, 0, 0]",196,"[56, 701, 139, 0, 0, 40, 157, 196, 0, 651, 0, 168, 0, 154, 290, 216, 391, 537, 80, 180, 181, 0, 234, 477, 0]"
10216,1010,0,"[0, 0, 0, 0, 0]",56,"[56, 168, 128, 66, 89, 91, 121, 426, 429, 254, 18, 501, 380, 46, 88, 376, 25, 55, 371, 41, 19, 110, 143, 523, 0]"
10218,2047,11,"[0, 0, 0, 0, 0]",375,"[60, 51, 280, 25, 248, 0, 0, 50, 433, 641, 108, 375, 459, 535, 263, 152, 426, 436, 0, 399, 264, 0, 0, 0, 0]"
10220,1819,1,"[493, 0, 0, 0, 0]",493,"[254, 493, 513, 576, 89, 110, 91, 483, 450, 496, 431, 143, 18, 46, 187, 321, 128, 245, 502, 775, 524, 756, 20, 123, 286]"
10222,2047,14,"[375, 459, 535, 0, 0]",263,"[60, 51, 280, 25, 248, 0, 0, 50, 433, 641, 108, 375, 459, 535, 263, 152, 426, 436, 0, 399, 264, 0, 0, 0, 0]"
10223,2047,15,"[375, 459, 535, 263, 0]",152,"[60, 51, 280, 25, 248, 0, 0, 50, 433, 641, 108, 375, 459, 535, 263, 152, 426, 436, 0, 399, 264, 0, 0, 0, 0]"
10226,2047,17,"[375, 459, 535, 263, 152]",436,"[60, 51, 280, 25, 248, 0, 0, 50, 433, 641, 108, 375, 459, 535, 263, 152, 426, 436, 0, 399, 264, 0, 0, 0, 0]"
10227,1819,0,"[493, 493, 0, 0, 0]",254,"[254, 493, 513, 576, 89, 110, 91, 483, 450, 496, 431, 143, 18, 46, 187, 321, 128, 245, 502, 775, 524, 756, 20, 123, 286]"
10229,3336,0,"[0, 0, 0, 0, 0]",20,"[20, 431, 321, 497, 483, 102, 55, 121, 429, 435, 426, 450, 614, 564, 66, 119, 385, 464, 379, 25, 447, 110, 380, 530, 27]"
10230,682,0,"[0, 0, 0, 0, 0]",114,"[114, 380, 508, 36, 773, 42, 289, 732, 102, 32, 426, 429, 501, 91, 135, 288, 22, 89, 377, 433, 379, 64, 33, 17, 53]"
10234,107,10,"[0, 0, 0, 0, 0]",371,"[772, 775, 98, 22, 33, 429, 376, 377, 380, 523, 371, 222, 756, 493, 542, 121, 676, 496, 32, 773, 108, 64, 62, 90, 137]"
10239,2468,12,"[0, 0, 0, 0, 0]",135,"[82, 206, 483, 715, 505, 239, 134, 97, 219, 217, 475, 0, 135, 0, 673, 430, 0, 362, 58, 332, 459, 530, 226, 0, 230]"
10240,1802,6,"[0, 0, 0, 0, 0]",614,"[450, 464, 497, 20, 286, 279, 614, 119, 321, 303, 294, 447, 0, 283, 0, 473, 434, 0, 685, 325, 0, 502, 94, 192, 252]"
10241,2468,11,"[135, 0, 0, 0, 0]",297,"[448, 753, 43, 321, 520, 42, 508, 46, 429, 88, 254, 297, 651, 119, 33, 36, 773, 379, 121, 676, 99, 28, 137, 87, 383]"
10242,1802,13,"[614, 0, 0, 0, 0]",283,"[450, 464, 497, 20, 286, 279, 614, 119, 321, 303, 294, 447, 0, 283, 0, 473, 434, 0, 685, 325, 0, 502, 94, 192, 252]"
10243,2468,14,"[135, 297, 0, 0, 0]",33,"[448, 753, 43, 321, 520, 42, 508, 46, 429, 88, 254, 297, 651, 119, 33, 36, 773, 379, 121, 676, 99, 28, 137, 87, 383]"
10244,2966,4,"[0, 0, 0, 0, 0]",385,"[36, 289, 135, 25, 385, 66, 501, 377, 32, 751, 456, 753, 88, 90, 89, 75, 41, 380, 425, 773, 254, 84, 22, 42, 517]"
10246,2966,22,"[385, 0, 0, 0, 0]",22,"[36, 289, 135, 25, 385, 66, 501, 377, 32, 751, 456, 753, 88, 90, 89, 75, 41, 380, 425, 773, 254, 84, 22, 42, 517]"
10248,1995,9,"[496, 0, 0, 0, 0]",496,"[465, 712, 286, 215, 288, 123, 509, 186, 464, 496, 224, 124, 102, 70, 279, 91, 107, 120, 321, 119, 450, 82, 20, 230, 447]"
10249,2468,12,"[135, 297, 33, 135, 0]",135,"[82, 206, 483, 715, 505, 239, 134, 97, 219, 217, 475, 0, 135, 0, 673, 430, 0, 362, 58, 332, 459, 530, 226, 0, 230]"
10250,1802,7,"[614, 283, 0, 0, 0]",473,"[121, 426, 429, 450, 447, 33, 110, 473, 380, 497, 530, 379, 508, 20, 306, 102, 179, 588, 502, 483, 321, 297, 431, 464]"
10251,2468,1,"[135, 297, 33, 135, 135]",494,"[610, 494, 89, 497, 0, 701, 59, 90, 123, 32, 75, 31, 380, 564, 41, 29, 456, 421, 120, 185, 732, 128, 30, 62, 51]"
10252,2468,12,"[135, 297, 33, 135, 135]",25,"[563, 100, 624, 84, 95, 751, 0, 57, 35, 425, 40, 294, 25, 44, 510, 661, 433, 0, 83, 288, 573, 565, 426, 560, 96]"
10253,2468,11,"[135, 297, 33, 135, 135]",135,"[82, 206, 483, 715, 505, 239, 134, 97, 219, 217, 475, 135, 0, 0, 673, 430, 0, 362, 58, 332, 459, 530, 226, 0, 230]"
10254,1458,0,"[0, 0, 0, 0, 0]",136,"[136, 497, 405, 40, 493, 307, 55, 66, 89, 121, 426, 429, 306, 91, 110, 33, 483, 191, 380, 496, 428, 46, 123, 576, 530]"
10255,1802,0,"[614, 283, 473, 0, 0]",614,"[614, 20, 483, 321, 502, 431, 286, 464, 121, 426, 429, 450, 447, 33, 110, 473, 380, 497, 530, 379, 279, 508, 306, 102, 179]"
10256,1802,0,"[614, 283, 473, 614, 0]",614,"[614, 20, 483, 321, 502, 431, 286, 464, 121, 426, 429, 450, 447, 33, 110, 473, 380, 497, 530, 379, 279, 508, 306, 102, 179]"
10258,2468,11,"[135, 297, 33, 135, 135]",135,"[82, 206, 483, 715, 505, 239, 134, 97, 219, 217, 475, 135, 0, 0, 673, 430, 0, 362, 58, 332, 459, 530, 226, 0, 230]"
10259,1557,4,"[0, 0, 0, 0, 0]",383,"[680, 108, 428, 360, 383, 44, 62, 468, 88, 254, 496, 35, 484, 16, 398, 31, 23, 46, 676, 45, 77, 425, 523, 222, 245]"
10260,1557,8,"[383, 0, 0, 0, 0]",88,"[680, 108, 428, 360, 383, 44, 62, 468, 88, 254, 496, 35, 484, 16, 398, 31, 23, 46, 676, 45, 77, 425, 523, 222, 245]"
10261,539,6,"[0, 0, 0, 0, 0]",31,"[732, 32, 39, 494, 753, 496, 31, 84, 428, 26, 433, 0, 25, 425, 383, 36, 91, 83, 659, 59, 111, 65, 46, 51, 717]"
10262,2361,3,"[0, 0, 0, 0, 0]",34,"[0, 233, 610, 34, 659, 294, 577, 112, 371, 35, 758, 583, 186, 474, 30, 587, 56, 284, 397, 421, 100, 399, 321, 137, 0]"
10263,2398,16,"[0, 0, 0, 0, 0]",64,"[32, 497, 25, 297, 385, 33, 379, 508, 633, 456, 494, 42, 207, 733, 289, 174, 64, 751, 0, 27, 771]"
10264,539,3,"[31, 0, 0, 0, 0]",86,"[53, 42, 187, 86, 729, 430, 520, 487, 773, 501, 95, 288, 155, 525, 41, 453, 227, 775, 772, 98, 456, 0, 0, 75, 523]"
10265,539,8,"[31, 86, 0, 0, 0]",773,"[53, 42, 187, 86, 729, 430, 520, 487, 773, 501, 95, 288, 155, 525, 41, 453, 227, 775, 772, 98, 456, 0, 0, 75, 523]"
10266,1809,0,"[0, 0, 0, 0, 0]",84,"[84, 254, 754, 19, 729, 753, 32, 245, 517, 66, 22, 29, 45, 83, 65, 428, 736, 59, 425, 467, 26, 39, 773, 501, 156]"
10267,1809,1,"[84, 0, 0, 0, 0]",687,"[0, 687, 0]"
10268,984,0,"[0, 0, 0, 0, 0]",37,"[37, 405, 576, 493, 128, 143, 80, 52, 124, 222, 542, 112, 456, 772, 58, 23, 89, 187, 207, 465, 756, 123, 41, 168, 371]"
10269,1328,12,"[0, 0, 0, 0, 0]",356,"[0, 750, 0, 328, 83, 0, 341, 21, 0, 525, 201, 360, 356, 0, 0, 0, 0, 0, 0, 8, 0, 589, 0, 0, 0]"
10270,3261,0,"[0, 0, 0, 0, 0]",254,"[254, 753, 383, 428, 501, 46, 91, 32, 19, 773, 18, 66, 39, 517, 520, 754, 425, 88, 29, 31, 17, 398, 43, 45, 245]"
10271,813,1,"[0, 0, 0, 0, 0]",307,"[286, 307, 177, 211, 651, 158, 136, 210, 161, 191, 0, 390, 157, 386, 190, 393, 169, 680, 276, 209, 743, 0]"
10273,813,1,"[307, 0, 0, 0, 0]",307,"[286, 307, 177, 211, 651, 158, 136, 210, 161, 191, 0, 390, 157, 386, 190, 393, 169, 680, 276, 209, 743, 0]"
10274,2750,9,"[0, 0, 0, 0, 0]",245,"[31, 53, 375, 424, 775, 523, 473, 377, 425, 245, 60, 288, 587, 222, 306, 187, 756, 284, 137, 676, 45, 773, 98, 304, 153]"
10278,1809,7,"[84, 687, 26, 372, 26]",394,"[753, 26, 437, 372, 66, 0, 680, 394, 501]"
10279,813,3,"[307, 307, 0, 0, 0]",177,"[376, 306, 307, 177, 701, 97, 303, 651, 136, 161, 210, 275, 0, 180, 287, 191, 596, 157, 386, 390, 190, 169, 0, 393, 181]"
10280,122,0,"[0, 0, 0, 0, 0]",18,"[18, 89, 121, 289, 426, 429, 254, 501, 91, 380, 88, 775, 385, 753, 143, 39, 379, 0, 383, 123, 17, 576, 44, 46]"
10282,3232,12,"[0, 0, 0, 0, 0]",380,"[55, 254, 426, 89, 429, 66, 91, 385, 121, 450, 501, 379, 380, 383, 371, 46, 18, 88, 376, 25, 753, 19, 143, 41, 483]"
10283,1933,0,"[0, 0, 0, 0, 0]",493,"[493, 464, 587, 20, 376, 102, 456, 756, 306, 465, 141, 497, 576, 206, 714, 278, 18, 44, 19, 501, 775, 246, 371, 45, 112]"
10285,245,2,"[0, 0, 0, 0, 0]",379,"[385, 389, 379, 530, 294, 297, 497, 119, 20, 380, 508, 121, 431, 303, 279, 0, 447, 448, 474, 483, 284, 450, 464, 126, 681]"
10286,314,15,"[0, 0, 0, 0, 0]",501,"[429, 426, 55, 66, 25, 289, 433, 33, 254, 60, 375, 54, 248, 520, 108, 501, 19, 53, 39, 428, 153, 754, 421, 59, 245]"
10287,963,0,"[0, 0, 0, 0, 0]",353,"[353, 143, 37, 128, 651, 728, 56, 112, 216, 756, 560, 695, 149, 80, 386, 290, 97, 391, 661, 180, 199, 0, 120, 0, 177]"
10288,963,1,"[353, 0, 0, 0, 0]",143,"[353, 143, 37, 128, 651, 728, 56, 112, 216, 756, 560, 695, 149, 80, 386, 290, 97, 391, 661, 180, 199, 0, 120, 0, 177]"
10289,92,0,"[0, 0, 0, 0, 0]",612,"[612, 55, 66, 89, 289, 426, 429, 254, 501, 520, 385, 121, 18, 125, 379, 91, 46, 383, 88, 19, 493, 41, 376, 23, 377]"
10290,963,2,"[353, 143, 0, 0, 0]",37,"[353, 143, 37, 128, 651, 728, 56, 112, 216, 756, 560, 695, 149, 80, 386, 290, 97, 391, 661, 180, 199, 0, 120, 0, 177]"
10291,3385,0,"[0, 0, 0, 0, 0]",89,"[89, 753, 18, 110, 484, 35, 135, 297, 88, 108, 62, 120, 33, 38, 58, 46, 279, 20, 17, 777, 59, 123, 424, 509, 22]"
10292,1809,6,"[0, 0, 0, 0, 0]",680,"[753, 26, 394, 437, 372, 43, 680, 0, 66, 501]"
10294,1809,6,"[680, 680, 0, 0, 0]",680,"[753, 26, 394, 437, 372, 43, 680, 0, 66, 501]"
10295,963,4,"[353, 143, 37, 0, 0]",651,"[353, 143, 37, 128, 651, 728, 56, 112, 216, 756, 560, 695, 149, 80, 386, 290, 97, 391, 661, 180, 199, 0, 120, 0, 177]"
10296,963,13,"[353, 143, 37, 651, 0]",80,"[353, 143, 37, 128, 651, 728, 56, 112, 216, 756, 560, 695, 149, 80, 386, 290, 97, 391, 661, 180, 199, 0, 120, 0, 177]"
10304,106,3,"[0, 0, 0, 0, 0]",20,"[483, 502, 321, 20, 431, 497, 614, 121, 429, 435, 450, 513, 464, 426, 286, 385, 379, 110, 380, 33, 530, 102, 179, 303, 508]"
10307,2418,0,"[0, 0, 0, 0, 0]",37,"[37, 405, 576, 143, 254, 91, 128, 493, 55, 66, 89, 289, 426, 429, 501, 121, 520, 125, 383, 46, 19, 41, 376, 110, 88]"
10308,2410,5,"[91, 525, 775, 46, 143]",754,"[91, 576, 245, 493, 525, 754, 775, 33, 36, 46, 88, 123, 143, 22, 496, 405, 753, 371, 383, 428, 41, 676, 523, 542, 222]"
10310,3385,0,"[89, 218, 0, 0, 0]",218,"[218, 717, 753, 18, 484, 135, 35, 88, 62, 108, 59, 46, 17, 424, 89, 22, 754, 43, 29, 91, 773, 111, 777, 58, 33]"
10312,2309,0,"[0, 0, 0, 0, 0]",502,"[502, 435, 321, 483, 20, 320, 614, 385, 450, 121, 497, 27, 110, 179, 380, 447, 379, 530, 126, 389, 508, 473, 102, 464, 588]"
10313,2309,0,"[502, 0, 0, 0, 0]",502,"[502, 564, 435, 483, 215, 321, 20, 121, 450, 385, 513, 614, 379, 497, 320, 110, 380, 530, 27, 508, 179, 102, 447, 473, 126]"
10315,70,1,"[254, 0, 0, 0, 0]",254,"[383, 254, 753, 773, 46, 245, 525, 39, 754, 55, 66, 89, 121, 289, 426, 429, 385, 19, 91, 125, 18, 494, 379, 380, 775]"
10317,2911,13,"[43, 0, 0, 0, 0]",43,"[254, 520, 39, 753, 245, 501, 428, 289, 398, 46, 383, 88, 19, 43, 517, 55, 32, 25, 754, 773, 66, 36, 425, 45, 34]"
10318,3385,3,"[89, 218, 218, 0, 0]",424,"[753, 18, 59, 424, 46, 17, 62, 88, 22, 35, 29, 754, 43, 111, 218, 91, 773, 82, 525, 717, 223, 77, 487, 44, 130]"
10319,3264,1,"[0, 0, 0, 0, 0]",496,"[185, 496, 91, 753, 46, 41, 18, 42, 456, 35, 30, 44, 493, 222, 523, 383, 75, 64, 484, 88, 135, 775, 377, 90, 676]"
10320,3264,0,"[496, 0, 0, 0, 0]",185,"[185, 496, 91, 753, 46, 41, 18, 42, 456, 35, 30, 44, 493, 222, 523, 383, 75, 64, 484, 88, 135, 775, 377, 90, 676]"
10321,2746,23,"[0, 0, 0, 0, 0]",465,"[376, 233, 306, 481, 627, 307, 301, 143, 0, 89, 542, 137, 120, 128, 576, 123, 0, 112, 519, 405, 661, 393, 756, 465, 475]"
10322,2705,0,"[0, 0, 0, 0, 0]",385,"[385, 379, 530, 179, 497, 20, 294, 450, 431, 447, 380, 121, 119, 297, 279, 483, 110, 508, 448, 474, 303, 321, 473, 434, 628]"
10323,2705,0,"[385, 0, 0, 0, 0]",385,"[385, 379, 530, 179, 497, 20, 294, 450, 431, 447, 380, 121, 119, 297, 279, 483, 110, 508, 448, 474, 303, 321, 473, 434, 628]"
10324,3264,2,"[496, 185, 0, 0, 0]",91,"[185, 496, 91, 753, 46, 41, 18, 42, 456, 35, 30, 44, 493, 222, 523, 383, 75, 64, 484, 88, 135, 775, 377, 90, 676]"
10325,763,4,"[0, 0, 0, 0, 0]",177,"[743, 191, 390, 393, 177, 0, 136, 209, 161, 0, 276, 158, 680, 169, 307, 216, 701, 157, 0, 0, 0, 303, 376, 271, 181]"
10326,985,23,"[0, 0, 0, 0, 0]",509,"[405, 505, 528, 769, 132, 190, 510, 524, 160, 186, 301, 712, 724, 726, 118, 141, 0, 475, 596, 24, 0, 138, 0, 509, 519]"
10327,808,0,"[0, 0, 0, 0, 0]",431,"[431, 20, 483, 321, 25, 55, 426, 429, 450, 121, 385, 102, 435, 380, 110, 179, 27, 464, 33, 564, 53, 303, 60, 379, 530]"
10328,3385,2,"[89, 218, 218, 424, 0]",443,"[753, 172, 443, 223, 659, 313, 454, 773, 425, 487, 739, 394, 0, 453, 0, 26, 0, 0, 115, 723, 0, 0, 0, 335, 0]"
10329,808,0,"[431, 0, 0, 0, 0]",464,"[464, 20, 286, 483, 450, 321, 502, 431, 614, 513, 102, 25, 55, 426, 429, 474, 121, 385, 435, 380, 110, 27, 33, 564, 306]"
10330,1019,23,"[0, 0, 0, 0, 0]",428,"[55, 66, 89, 289, 426, 429, 254, 501, 385, 520, 125, 121, 379, 91, 380, 46, 18, 88, 25, 41, 376, 753, 143, 428]"
10332,985,9,"[509, 509, 0, 0, 0]",661,"[387, 0, 97, 112, 131, 0, 177, 208, 124, 661, 128, 143, 199, 0, 0, 0, 675, 695, 756, 120, 149, 169, 175, 0, 353]"
10333,985,19,"[509, 509, 661, 0, 0]",120,"[387, 0, 97, 112, 131, 0, 177, 208, 124, 661, 128, 143, 199, 0, 0, 0, 675, 695, 756, 120, 149, 169, 175, 0, 353]"
10334,3385,2,"[89, 218, 218, 424, 443]",217,"[443, 453, 217, 717, 360, 538, 0, 559, 0, 63, 697, 591, 0, 705, 0, 0, 309, 0, 658, 0, 0, 687, 0]"
10335,1019,22,"[428, 0, 0, 0, 0]",143,"[55, 66, 89, 289, 426, 429, 254, 501, 385, 520, 125, 121, 379, 91, 380, 46, 18, 88, 25, 41, 376, 753, 143, 428]"
10336,3317,4,"[0, 0, 0, 0, 0]",65,"[773, 428, 383, 245, 65, 185, 86, 59, 187, 496, 88, 82, 41, 772, 87, 30, 183, 222, 22, 75, 523, 194, 484, 0]"
10337,985,0,"[509, 509, 661, 120, 0]",405,"[405, 505, 528, 769, 132, 190, 510, 524, 160, 186, 301, 712, 724, 726, 118, 141, 0, 475, 596, 24, 0, 138, 0, 509, 519]"
10338,3317,6,"[65, 0, 0, 0, 0]",86,"[773, 428, 383, 245, 65, 185, 86, 59, 187, 496, 88, 82, 41, 772, 87, 30, 183, 222, 22, 75, 523, 194, 484, 0]"
10339,3385,2,"[89, 218, 218, 424, 443]",738,"[443, 328, 738, 453, 558, 217, 717, 0, 708, 343, 616, 747, 360, 538, 654, 559, 0, 203, 63, 697, 704, 0, 705, 570, 0]"
10341,3317,7,"[65, 86, 0, 0, 0]",59,"[773, 428, 383, 245, 65, 185, 86, 59, 187, 496, 88, 82, 41, 772, 87, 30, 183, 222, 22, 75, 523, 194, 484, 0]"
10343,886,0,"[0, 0, 0, 0, 0]",128,"[128, 123, 40, 112, 456, 0, 57, 576, 101, 560, 28, 756, 510, 728, 186, 143, 168, 80, 493, 222, 120, 661, 465, 89, 58]"
10348,3317,9,"[65, 86, 59, 0, 0]",496,"[773, 428, 383, 245, 65, 185, 86, 59, 187, 496, 88, 82, 41, 772, 87, 30, 183, 222, 22, 75, 523, 194, 484, 0]"
10351,886,1,"[128, 0, 0, 0, 0]",576,"[128, 576, 123, 493, 58, 143, 405, 168, 42, 496, 501, 39, 465, 37, 44, 775, 88, 753, 542, 46, 371, 23, 756, 0, 222]"
10352,3317,12,"[65, 86, 59, 496, 0]",41,"[773, 428, 383, 245, 65, 185, 86, 59, 187, 496, 88, 82, 41, 772, 87, 30, 183, 222, 22, 75, 523, 194, 484, 0]"
10354,3385,12,"[89, 218, 218, 424, 443]",360,"[443, 328, 738, 453, 558, 217, 717, 0, 708, 343, 616, 747, 360, 538, 654, 559, 0, 203, 63, 697, 704, 0, 705, 570, 0]"
10355,808,2,"[431, 464, 0, 0, 0]",286,"[464, 20, 286, 483, 450, 321, 502, 431, 614, 513, 102, 25, 55, 426, 429, 474, 121, 385, 435, 380, 110, 27, 33, 564, 306]"
