item_id,properties
5849680,Free WiFi (Combined)|Free WiFi (Rooms)|WiFi (Rooms)|Free WiFi (Public Areas)|Hotel|Air Conditioning|2 Star|Satisfactory Rating|WiFi (Public Areas)|From 2 Stars|Luxury Hotel|From 3 Stars|Good Rating|Car Park
104679,Openable Windows|Business Centre|Swimming Pool (Outdoor)|Gym|Beach|From 3 Stars|Good Rating|Radio|From 4 Stars|From 2 Stars|WiFi (Public Areas)|Sauna|Restaurant|Conference Rooms|Desk|Deck Chairs|Family Friendly|Cosmetic Mirror|3 Star|Car Park|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Free WiFi (Combined)|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Fitness|Jacuzzi (Hotel)|Computer with Internet|Pet Friendly|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
3496014,Openable Windows|Electric Kettle|Microwave|Gym|Hairdryer|Beach|Accessible Parking|From 3 Stars|Good Rating|Bowling|Sailing|Radio|From 2 Stars|WiFi (Public Areas)|Express Check-In / Check-Out|Family Friendly|Diving|Car Park|Telephone|Reception (24/7)|Air Conditioning|Hypoallergenic Rooms|Cable TV|Satisfactory Rating|Luxury Hotel|Very Good Rating|Television|Guest House|Shower|Ironing Board|Free WiFi (Combined)|Boat Rental|Porter|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Fitness|Swimming Pool (Indoor)|Fan|Large Groups|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift
4716028,Openable Windows|Beach|Good Rating|WiFi (Public Areas)|Reception (24/7)|Air Conditioning|Adults Only|Satisfactory Rating|Airport Hotel|Room Service|Terrace (Hotel)|Very Good Rating|Hostel|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Safe (Rooms)|Singles|WiFi (Rooms)|Free WiFi (Public Areas)
5829494,Hotel
6197952,Hotel
6879676,Gay-friendly|WiFi (Public Areas)|Reception (24/7)|Air Conditioning|Adults Only|Shower|Hostel|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Fan|Large Groups|Singles|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine
7118054,Playground|Microwave|Swimming Pool (Outdoor)|Gym|Beach|Beauty Salon|Good Rating|Balcony|WiFi (Public Areas)|Table Tennis|Sauna|Restaurant|Spa (Wellness Facility)|Laundry Service|Convenience Store|Car Park|Satellite TV|Air Conditioning|Cable TV|Pool Table|Satisfactory Rating|Television|Minigolf|Direct beach access|Shower|Steam Room|Tennis Court|Porter|Self Catering|Fitness|Flatscreen TV|Singles|Hairdresser|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Lift
7741706,Beach|Good Rating|Satisfactory Rating|Very Good Rating|House / Apartment
3249257,Openable Windows|Free WiFi (Combined)|Free WiFi (Rooms)|Safe (Rooms)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Sun Umbrellas|Satisfactory Rating|Laundry Service|3 Star|From 2 Stars|Satellite TV|Swimming Pool (Outdoor)|Hairdryer|Beach|From 3 Stars|Good Rating|Flatscreen TV|Singles|WiFi (Rooms)|Desk|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Deck Chairs|Family Friendly|Restaurant|Car Park|WiFi (Public Areas)|Room Service|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel
6044938,Spa (Wellness Facility)|Ironing Board|Free WiFi (Combined)|Free WiFi (Rooms)|Hotel|Air Conditioning|Adults Only|Bathtub|Satisfactory Rating|From 2 Stars|Hairdryer|From 3 Stars|Good Rating|Flatscreen TV|Honeymoon|Boutique Hotel|4 Star|From 4 Stars|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Restaurant|Car Park|WiFi (Public Areas)|Room Service|Very Good Rating|Television
6538444,Self Catering|Non-Smoking Rooms|Hotel|2 Star
1890353,Laundry Service|Hiking Trail|Openable Windows|Terrace (Hotel)|Direct beach access|Shower|Sauna|Satellite TV|Surfing|Radio|WiFi (Public Areas)|Express Check-In / Check-Out|Sitting Area (Rooms)|Car Park|Honeymoon|Large Groups|Singles|Computer with Internet|Volleyball|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Microwave|Swimming Pool (Outdoor)|Gym|Beach|Free WiFi (Combined)|House / Apartment|Bike Rental|Self Catering|Free WiFi (Rooms)|Safe (Rooms)|Fitness|Safe (Hotel)|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Swimming Pool (Bar)|Hotel Bar
4708712,Airport Hotel|Openable Windows|Very Good Rating|Television|Shower|Satellite TV|Cosmetic Mirror|Desk|WiFi (Public Areas)|Sitting Area (Rooms)|Car Park|Fan|Flatscreen TV|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating|Microwave|Beach|Good Rating|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Safe (Rooms)|Satisfactory Rating
5620486,Free WiFi (Combined)|Accessible Hotel|Bike Rental|Self Catering|Non-Smoking Rooms|Concierge|Bed & Breakfast|Childcare|Airport Shuttle|Gay-friendly|WiFi (Public Areas)|Senior Travellers|Microwave|Beach|Reception (24/7)|Air Conditioning|Hiking Trail|Shower|Fan|Boutique Hotel|Singles|Fridge|Free WiFi (Public Areas)|Lift|Openable Windows
5016850,Accessible Hotel|Self Catering|Non-Smoking Rooms|Luxury Hotel|Deck Chairs|Terrace (Hotel)|Towels|Very Good Rating|Gay-friendly|From 2 Stars|Television|Business Hotel|Excellent Rating|Desk|Safe (Hotel)|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Satisfactory Rating|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|From 3 Stars|Good Rating|Large Groups|Singles|Pet Friendly|Fridge|Swimming Pool (Combined Filter)|Washing Machine|Lift|4 Star|From 4 Stars|Convenience Store|Laundry Service|Car Park|Express Check-In / Check-Out
6127164,Ironing Board|Free WiFi (Combined)|House / Apartment|Porter|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Very Good Rating|Gay-friendly|Balcony|Shower|Desk|Air Conditioning|Cable TV|Satisfactory Rating|Microwave|Hairdryer|Good Rating|Flatscreen TV|Singles|Fridge|WiFi (Rooms)|Lift|Satellite TV
8260412,Ironing Board|Free WiFi (Combined)|House / Apartment|Free WiFi (Rooms)|Gay-friendly|Television|Air Conditioning|Cable TV|Microwave|Hairdryer|Fan|Singles|Fridge|WiFi (Rooms)|Lift|Openable Windows
477941,Convenience Store|Solarium|Laundry Service|Sitting Area (Rooms)|Conference Rooms|Jacuzzi (Hotel)|Large Groups|Tennis Court (Indoor)|Sauna|Pet Friendly|Volleyball|Serviced Apartment|Swimming Pool (Combined Filter)|Lift|Central Heating|Room Service|Hiking Trail|Towels|Very Good Rating|Television|Shower|Steam Room|Microwave|Swimming Pool (Outdoor)|Gym|Beach|Good Rating|Deck Chairs|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Tennis Court|Self Catering|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Car Park|Surfing|Restaurant|Design Hotel|Openable Windows
6288362,House / Apartment
1768863,Spa Hotel|Swimming Pool (Outdoor)|Gym|Hairdryer|Beach|Beauty Salon|Accessible Parking|From 3 Stars|Good Rating|Openable Windows|Restaurant|Cosmetic Mirror|Conference Rooms|WiFi (Public Areas)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Hypoallergenic Rooms|Teleprinter|Cable TV|Swimming Pool (Bar)|Sun Umbrellas|Massage|Hotel Bar|5 Star|Satisfactory Rating|From 4 Stars|Spa (Wellness Facility)|Surfing|Laundry Service|Excellent Rating|Body Treatments|Deck Chairs|Family Friendly|Room Service (24/7)|Diving|Sauna|Hammam|From 2 Stars|Business Centre|Desk|Car Park|Free WiFi (Combined)|Romantic|Accessible Hotel|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Jacuzzi (Hotel)|Flatscreen TV|Honeymoon|Large Groups|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Room Service|Hiking Trail|Hydrotherapy|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower
3213748,Hairdryer|Openable Windows|Restaurant|WiFi (Public Areas)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Bathtub|Laundry Service|Desk|Car Park|Free WiFi (Combined)|Free WiFi (Rooms)|Flatscreen TV|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Room Service|Luxury Hotel|Television|Shower
4571086,Microwave|Hairdryer|Good Rating|Openable Windows|WiFi (Public Areas)|Air Conditioning|Cable TV|Sun Umbrellas|Satisfactory Rating|Radio|Deck Chairs|Electric Kettle|Desk|Satellite TV|Ironing Board|House / Apartment|Self Catering|Fan|Flatscreen TV|Computer with Internet|Pet Friendly|Fridge|Washing Machine|Lift|Very Good Rating|Television|Shower
1255025,Satellite TV|Desk|Laundry Service|From 2 Stars|Sitting Area (Rooms)|Express Check-In / Check-Out|Openable Windows|Radio|4 Star|From 4 Stars|Surfing|Convenience Store|WiFi (Public Areas)|Restaurant|Design Hotel|Tennis Court (Indoor)|Diving|Business Centre|Conference Rooms|Free WiFi (Combined)|Tennis Court|Accessible Hotel|Porter|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Fitness|Beach Bar|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Lift|Central Heating|Spa Hotel|Swimming Pool (Outdoor)|Gym|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating|Safe (Hotel)|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Towels|Business Hotel|Shower
6700254,Hostel
2854930,Flatscreen TV|WiFi (Rooms)|Free WiFi (Public Areas)|Free WiFi (Combined)|Free WiFi (Rooms)|Airport Hotel|Room Service|Luxury Hotel|Shower|Beach|WiFi (Public Areas)|Radio|Desk|Hotel|Reception (24/7)|Air Conditioning|Adults Only|Bathtub|Satisfactory Rating|Openable Windows|Car Park
4006118,Cosmetic Mirror|Fan|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Free WiFi (Combined)|House / Apartment|Bike Rental|Self Catering|Free WiFi (Rooms)|Television|Shower|Hypoallergenic Bedding|Good Rating|Balcony|WiFi (Public Areas)|Sitting Area (Rooms)|Desk|Air Conditioning|Hypoallergenic Rooms|Cable TV|Satisfactory Rating|Openable Windows
5107768,Fan|Honeymoon|Singles|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Free WiFi (Combined)|Accessible Hotel|Free WiFi (Rooms)|Non-Smoking Rooms|Television|Cot|Hairdryer|WiFi (Public Areas)|Desk|Air Conditioning|Cable TV|Pousada (BR)|Openable Windows|Car Park
929425,Satellite TV|From 4 Stars|Excellent Rating|Childcare|Car Park|Sitting Area (Rooms)|Deck Chairs|Family Friendly|Room Service (24/7)|From 2 Stars|Sauna|Laundry Service|Openable Windows|Restaurant|Business Centre|Swimming Pool (Outdoor)|Cot|Beach|From 3 Stars|Good Rating|Room Service|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Swimming Pool (Bar)|Massage|Hotel Bar|5 Star|Satisfactory Rating|Romantic|Swimming Pool (Combined Filter)
2005245,From 2 Stars|Openable Windows|Restaurant|WiFi (Public Areas)|Beach|Room Service|Luxury Hotel|Television|Shower|Telephone|Hotel|Reception (24/7)|Air Conditioning|Hotel Bar|Pool Table|2 Star|Fitness|WiFi (Rooms)
2892308,3 Star|Car Park|From 2 Stars|Desk|Restaurant|WiFi (Public Areas)|Cot|Beach|From 3 Stars|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Hotel|Reception (24/7)|Air Conditioning|Hotel Bar|Satisfactory Rating|Free WiFi (Combined)|Free WiFi (Rooms)|Safe (Rooms)|WiFi (Rooms)|Free WiFi (Public Areas)|Lift
6732342,Surfing|Satellite TV|Golf Course|From 4 Stars|Pousada (BR)|Gay-friendly|From 2 Stars|Solarium|Airport Shuttle|Balcony|WiFi (Public Areas)|Diving|Beach|From 3 Stars|Hiking Trail|Terrace (Hotel)|Television|Business Hotel|Shower|Cable TV|Free WiFi (Combined)|Boat Rental|Bike Rental|Free WiFi (Rooms)|Flatscreen TV|Honeymoon|Boutique Hotel|Singles|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)
8409604,Hotel
8925254,House / Apartment
1166998,Laundry Service|Safe (Hotel)|Conference Rooms|Family Friendly|Bed & Breakfast|WiFi (Public Areas)|Gay-friendly|Sailing|Openable Windows|Wheelchair Accessible|Air Conditioning|Satisfactory Rating|Surfing|Excellent Rating|Ironing Board|Bike Rental|Non-Smoking Rooms|Safe (Rooms)|Hiking Trail|Terrace (Hotel)|Very Good Rating|Direct beach access|Shower|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Lift|Hairdryer|Beach|Good Rating
2284048,Laundry Service|Telephone|Conference Rooms|Hotel|Reception (24/7)|Family Friendly|Room Service (24/7)|WiFi (Public Areas)|From 2 Stars|4 Star|From 4 Stars|Openable Windows|Cosmetic Mirror|Restaurant|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Car Park|Satisfactory Rating|Solarium|Airport Shuttle|Business Centre|Ironing Board|Free WiFi (Combined)|Romantic|Porter|Desk|Free WiFi (Rooms)|Safe (Rooms)|Fitness|Sitting Area (Rooms)|Airport Hotel|Room Service|Hiking Trail|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Swimming Pool (Indoor)|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Cot|Gym|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating
3817356,Laundry Service|Safe (Hotel)|Conference Rooms|Hotel|Reception (24/7)|Family Friendly|Room Service (24/7)|WiFi (Public Areas)|From 2 Stars|From 4 Stars|Openable Windows|Sauna|Restaurant|Wheelchair Accessible|Air Conditioning|Hotel Bar|5 Star|Car Park|Electric Kettle|Satisfactory Rating|Express Check-In / Check-Out|Solarium|Excellent Rating|Childcare|Business Centre|Free WiFi (Combined)|Porter|Desk|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Fitness|Sitting Area (Rooms)|Room Service|Luxury Hotel|Very Good Rating|Business Hotel|Shower|Fan|Flatscreen TV|Large Groups|Computer with Internet|Pet Friendly|Swimming Pool (Combined Filter)|Lift|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|From 3 Stars|Good Rating
9503870,Satisfactory Rating|House / Apartment|Very Good Rating|Good Rating
951687,From 4 Stars|WiFi (Public Areas)|Sitting Area (Rooms)|Sailing|Laundry Service|Conference Rooms|Openable Windows|Express Check-In / Check-Out|Spa (Wellness Facility)|Solarium|Surfing|Restaurant|Design Hotel|Satellite TV|Business Centre|Desk|Sauna|Hammam|Deck Chairs|Family Friendly|Room Service (24/7)|From 2 Stars|Excellent Rating|Body Treatments|Childcare|Ironing Board|Free WiFi (Combined)|Romantic|Boat Rental|Porter|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Spa Hotel|Swimming Pool (Outdoor)|Cot|Hairdryer|Health Retreat|Beach|Beauty Salon|From 3 Stars|Good Rating|Room Service|Hiking Trail|Hydrotherapy|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Business Hotel|Shower|Steam Room|Safe (Hotel)|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Massage|Hotel Bar|5 Star|Bathtub|Satisfactory Rating|Fan|Jacuzzi (Hotel)|Flatscreen TV|Honeymoon|Singles|Computer with Internet|Pet Friendly|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)
1130489,Balcony|WiFi (Public Areas)|Openable Windows|Surfing|Diving|Gay-friendly|Hostel|Free WiFi (Combined)|Boat Rental|Bike Rental|Self Catering|Free WiFi (Rooms)|Beach|Hiking Trail|Terrace (Hotel)|Shower|Reception (24/7)|Satisfactory Rating|Fan|Singles|Volleyball|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine
5435302,Radio|4 Star|From 4 Stars|WiFi (Public Areas)|Sitting Area (Rooms)|Laundry Service|Conference Rooms|Electric Kettle|Openable Windows|Car Park|Express Check-In / Check-Out|Restaurant|Business Centre|Desk|Sauna|Room Service (24/7)|From 2 Stars|Ironing Board|Free WiFi (Combined)|Porter|Free WiFi (Rooms)|Concierge|Safe (Rooms)|Fitness|Microwave|Cot|Hairdryer|Beach|From 3 Stars|Good Rating|Airport Hotel|Room Service|Luxury Hotel|Very Good Rating|Business Hotel|Shower|Safe (Hotel)|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|Fan|Flatscreen TV|Singles|Computer with Internet|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift
5748806,WiFi (Public Areas)|Laundry Service|Car Park|Free WiFi (Combined)|Self Catering|Free WiFi (Rooms)|Microwave|Swimming Pool (Outdoor)|Shower|Fan|Computer with Internet|Fridge|Swimming Pool (Combined Filter)
106942,Radio|4 Star|From 4 Stars|Deck Chairs|Family Friendly|Room Service (24/7)|Laundry Service|Conference Rooms|Convenience Store|WiFi (Public Areas)|Free WiFi (Combined)|Accessible Hotel|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Fitness|Cot|Gym|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Desk|Eco-Friendly hotel|Gay-friendly|From 2 Stars|Room Service|Hiking Trail|Luxury Hotel|Business Hotel|Direct beach access|Shower|Honeymoon|Large Groups|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Surfing|Spa (Wellness Facility)|Openable Windows
3165626,Deck Chairs|Bed & Breakfast|Laundry Service|WiFi (Public Areas)|Free WiFi (Combined)|Boat Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Swimming Pool (Outdoor)|Hairdryer|Air Conditioning|Eco-Friendly hotel|Diving|Hiking Trail|Terrace (Hotel)|Television|Shower|Honeymoon|Singles|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Surfing|Car Park|Openable Windows|Airport Shuttle
5485452,House / Apartment|Beach|Good Rating|Satisfactory Rating|Luxury Hotel|Very Good Rating
5790750,Beach|Good Rating|Hotel|5 Star|Satisfactory Rating|Excellent Rating|Luxury Hotel|Very Good Rating
10008038,House / Apartment
3231835,4 Star|From 4 Stars|From 2 Stars|Excellent Rating|Car Park|Family Friendly|Openable Windows|Business Centre|WiFi (Public Areas)|Desk|Playground|Eco-Friendly hotel|Conference Rooms|Restaurant|Room Service|Hiking Trail|Luxury Hotel|Very Good Rating|Sitting Area (Rooms)|Express Check-In / Check-Out|Laundry Service|Sauna|Electric Kettle|Business Hotel|Shower|Spa Hotel|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|From 3 Stars|Good Rating|Safe (Hotel)|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Teleprinter|Cable TV|Hotel Bar|Satisfactory Rating|Fan|Computer with Internet|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Central Heating|Free WiFi (Combined)|Accessible Hotel|Porter|Free WiFi (Rooms)|Safe (Rooms)
3989688,House / Apartment
1471427,Restaurant|Airport Shuttle|Satellite TV|From 2 Stars|WiFi (Public Areas)|Free WiFi (Combined)|Boat Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Room Service|Hiking Trail|Hydrotherapy|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Steam Room|Computer with Internet|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Sauna|Horse Riding|Openable Windows|Surfing|Hot Stone Massage|Spa (Wellness Facility)|4 Star|From 4 Stars|Deck Chairs|Family Friendly|Desk|Car Park|Body Treatments|Telephone|Hotel|Reception (24/7)|Air Conditioning|Swimming Pool (Bar)|Sun Umbrellas|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Spa Hotel|Swimming Pool (Outdoor)|Hairdryer|Beach|From 3 Stars|Good Rating
2566708,Design Hotel|Satellite TV|Gay-friendly|From 2 Stars|Balcony|WiFi (Public Areas)|Free WiFi (Combined)|Romantic|Free WiFi (Rooms)|Non-Smoking Rooms|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Fan|Honeymoon|Singles|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Sauna|Hammam|Openable Windows|Express Check-In / Check-Out|Eco-Friendly hotel|Deck Chairs|Family Friendly|Bed & Breakfast|Excellent Rating|Laundry Service|Air Conditioning|Country Hotel|Massage|Hotel Bar|Adults Only|Satisfactory Rating|Swimming Pool (Outdoor)|Hairdryer|Beach|From 3 Stars|Good Rating
5822266,Restaurant|Gay-friendly|From 2 Stars|WiFi (Public Areas)|Free WiFi (Combined)|Accessible Hotel|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Luxury Hotel|Very Good Rating|Business Hotel|Shower|Honeymoon|Large Groups|Singles|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|3 Star|Radio|Family Friendly|Desk|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|Cot|Gym|Hairdryer|Beach|From 3 Stars|Good Rating
6304526,Satellite TV|WiFi (Public Areas)|Free WiFi (Combined)|Free WiFi (Rooms)|Television|Shower|Flatscreen TV|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Car Park|Pousada (BR)|Air Conditioning|Cable TV|Swimming Pool (Outdoor)|Hairdryer
6406018,Hotel
6463166,House / Apartment|Very Good Rating|Satisfactory Rating|Good Rating
6728506,Luxury Hotel|Hotel
9063530,Hotel
104866,Sitting Area (Rooms)|On-Site Boutique Shopping|From 2 Stars|Openable Windows|Express Check-In / Check-Out|Surfing|Car Park|Honeymoon|Large Groups|Conference Rooms|WiFi (Public Areas)|Tennis Court (Indoor)|Radio|4 Star|From 4 Stars|Restaurant|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Free WiFi (Combined)|Tennis Court|Deck Chairs|Family Friendly|Porter|Laundry Service|Room Service (24/7)|Childcare|Free WiFi (Rooms)|Non-Smoking Rooms|Desk|Concierge|Safe (Rooms)|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Swimming Pool (Outdoor)|Cot|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating
105002,From 2 Stars|Openable Windows|Surfing|Car Park|Flatscreen TV|WiFi (Public Areas)|From 4 Stars|Satellite TV|Restaurant|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Business Hotel|Shower|Free WiFi (Combined)|Romantic|3 Star|Deck Chairs|Family Friendly|Laundry Service|Room Service (24/7)|Cosmetic Mirror|Sauna|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Desk|Concierge|Safe (Rooms)|Fitness|Telephone|Hotel|Reception (24/7)|Air Conditioning|Hypoallergenic Rooms|Cable TV|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Swimming Pool (Outdoor)|Gym|Hairdryer|Beach|From 3 Stars|Good Rating
5472684,House / Apartment
8195594,Pousada (BR)|2 Star
104857,Tennis Court (Indoor)|Sauna|Surfing|Jacuzzi (Hotel)|Volleyball|Fridge|Serviced Apartment|Car Park|Lift|Room Service|Hiking Trail|Very Good Rating|Television|Shower|Safe (Hotel)|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Hotel Bar|Sitting Area (Rooms)|Satisfactory Rating|Conference Rooms|Deck Chairs|Tennis Court|Boat Rental|Bike Rental|Self Catering|Concierge|Safe (Rooms)|Fitness|Microwave|Swimming Pool (Outdoor)|Gym|Beach|Beauty Salon|Good Rating|Restaurant|Openable Windows
6757832,Hotel
962695,Gay-friendly|Tennis Court (Indoor)|Hostel|Free WiFi (Combined)|Tennis Court|Porter|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Fitness|Fan|Large Groups|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Swimming Pool (Combined Filter)|Swimming Pool (Outdoor)|Beach|Good Rating|Openable Windows|Diving|WiFi (Public Areas)|Surfing|Laundry Service|Safe (Hotel)|Reception (24/7)|Air Conditioning|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Towels|Shower
109343,From 2 Stars|Cot|Hairdryer|Beach|From 3 Stars|Good Rating|Conference Rooms|Family Friendly|Business Centre|Room Service (24/7)|Car Park|Express Check-In / Check-Out|Surfing|WiFi (Public Areas)|3 Star|Desk|Openable Windows|Laundry Service|Radio|Free WiFi (Combined)|Romantic|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Fitness|Room Service|Hiking Trail|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Sun Umbrellas|Hotel Bar|Pool Table|Satisfactory Rating|Honeymoon|Large Groups|Singles|Computer with Internet|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating
2183764,Gay-friendly|From 2 Stars|Beach|From 3 Stars|Convention Hotel|Family Friendly|Car Park|From 4 Stars|Business Hotel|Satisfactory Rating|Honeymoon|Large Groups|Singles|Serviced Apartment|Swimming Pool (Combined Filter)
2630870,Beach|Car Park|Surfing|WiFi (Public Areas)|Desk|Openable Windows|Laundry Service|Hostel|Safe (Rooms)|Television|Reception (24/7)|Air Conditioning|Satisfactory Rating|Singles|WiFi (Rooms)
2860914,Microwave|Hairdryer|Beach|Good Rating|WiFi (Public Areas)|Excellent Rating|Openable Windows|Electric Kettle|Ironing Board|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Very Good Rating|Television|Shower|Reception (24/7)|Air Conditioning|Cable TV|Satisfactory Rating|Fan|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift
4573470,Swimming Pool (Outdoor)|Deck Chairs|Sitting Area (Rooms)|Car Park|WiFi (Public Areas)|Openable Windows|Sauna|Luxury Hotel|Television|Guest House|Air Conditioning|Flatscreen TV|Swimming Pool (Combined Filter)
6917544,Hostel
7976284,House / Apartment
